127.0.0.1 - - [20/Mar/2025:07:15:38 +0300] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [20/Mar/2025:07:15:40 +0300] "GET /AcademicTripSystem/ HTTP/1.1" 200 7060
0:0:0:0:0:0:0:1 - - [20/Mar/2025:07:15:40 +0300] "GET /AcademicTripSystem/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Mar/2025:07:15:41 +0300] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [20/Mar/2025:07:15:50 +0300] "POST /AcademicTripSystem/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Mar/2025:07:15:50 +0300] "GET /AcademicTripSystem/login.jsp?status=error HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [20/Mar/2025:07:15:58 +0300] "POST /AcademicTripSystem/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Mar/2025:07:15:58 +0300] "GET /AcademicTripSystem/login.jsp?status=error HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [20/Mar/2025:07:16:21 +0300] "POST /AcademicTripSystem/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Mar/2025:07:16:21 +0300] "GET /AcademicTripSystem/lecturer/dashboard.jsp HTTP/1.1" 200 22806
0:0:0:0:0:0:0:1 - - [20/Mar/2025:07:23:27 +0300] "GET /AcademicTripSystem/lecturer/dashboard.jsp HTTP/1.1" 200 22806
0:0:0:0:0:0:0:1 - - [20/Mar/2025:07:23:38 +0300] "GET /AcademicTripSystem/LogoutServlet HTTP/1.1" 404 1769
0:0:0:0:0:0:0:1 - - [20/Mar/2025:07:23:40 +0300] "GET /AcademicTripSystem/lecturer/dashboard.jsp HTTP/1.1" 200 22806
0:0:0:0:0:0:0:1 - - [20/Mar/2025:07:23:58 +0300] "POST /AcademicTripSystem/LoginServlet HTTP/1.1" 302 -
